id,title,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,propertySize,category,AMV_price,sellerId,seller_name,seller_branch,sellerType,m_totalImages,m_hasVideo,m_hasVirtualTour,m_hasBrochure,ber_rating,longitude,latitude
3643700,"13 Shannon Grove, Carrick-on-Shannon, Co. Leitrim",featured,2022-01-28,169000,3,2,Semi-D,91.0,Buy,0,11720.0,Lydon Farrell Property,Lydon Farrell Property,BRANDED_AGENT,16.0,True,False,False,E1,-6.683378,53.650064
3568580,"35 Merrion Strand, Sandymount, Dublin 4",featured,2022-01-30,525000,2,1,Terrace,62.0,Buy,0,2852.0,P N O'Gorman Auctioneers,P N O'Gorman Ltd.,BRANDED_AGENT,26.0,False,False,False,D1,-6.969209,52.263107
3671961,"Gleann View House, Coolroe, Graiguenamanagh, Co. Kilkenny",featured,2022-01-28,499000,4,4,Detached,288.0,Buy,0,10189.0,Dan Howard MIPAV TRV PSR 006328,Dan Howard & Co. Ltd,BRANDED_AGENT,15.0,False,False,False,D2,-8.493849,51.872285
3622244,"The Fairy Lane, Tomsilla Upper, Gorey, Co. Wexford",featured,2022-01-27,549000,6,4,Detached,286.0,Buy,0,2601.0,Nick Moore,Sherry FitzGerald Terenure,BRANDED_AGENT,8.0,False,False,False,F,-6.290844,53.311204
3667457,"4 The Park, Burkeen, Wicklow Town, Co. Wicklow",featured,2022-01-30,465000,4,3,Semi-D,114.0,Buy,0,84.0,Flynn & Associates Swords,Flynn & Associates Ltd (Swords),BRANDED_AGENT,29.0,False,False,False,C2,-6.2355737,53.4679345
3551533,"9 Ballygarra Park, Garristown, Co. Dublin",featured,2022-01-28,300000,3,2,Semi-D,120.0,Buy,0,2852.0,P N O'Gorman Auctioneers,P N O'Gorman Ltd.,BRANDED_AGENT,18.0,False,False,False,D1,-6.944157,52.389123
3536892,"KNOCKAWN WOOD, Knockawn Wood, Inniscarra, Co. Cork",featured,2022-01-25,449000,6,6,Detached,225.0,Buy,0,6970.0,James Lyons O'Keeffe,James Lyons O'Keeffe,BRANDED_AGENT,27.0,True,False,False,SI_666,-9.680376183646473,51.533525396176515
3671079,"Trim Road, Navan, Co. Meath",featured,2022-01-10,337500,3,1,Bungalow,70.0,Buy,0,2631.0,Lesley Ann Devins,Sherry FitzGerald Ranelagh,BRANDED_AGENT,17.0,True,False,False,E2,-6.239517,53.311201
3543920,"Apartment 225, The Cubes 7, Beacon South Quarter, Sandyford, Dublin 18",featured,2022-01-25,325000,2,2,Apartment,85.0,Buy,1,3238.0,Fintan Gilligan MIPAV REV,DNG Gilligan,BRANDED_AGENT,18.0,False,False,False,C1,-9.004779,53.730969
3608709,"2 Cloghans Hill, Ardmore Road, Westport, Co. Mayo",featured,2022-01-30,695000,5,3,Detached,295.0,Buy,0,2570.0,Jennifer Roe,Casey & Kingston,BRANDED_AGENT,14.0,False,False,True,B2,-8.473152,51.901668
3670483,"64 Fitzroy Avenue, Drumcondra, Dublin 3",featured,2022-01-28,445000,3,2,Terrace,95.0,Buy,0,2739.0,Warren McCreery B.Sc. MRICS,"Warren McCreery Auctioneers, Valuers, Estate Agents",BRANDED_AGENT,15.0,False,False,False,B2,-6.958447,52.395209
3669546,"Padre Pio, 35 Hillview Drive, Co. Cork",featured,2022-01-25,235000,4,2,Detached,84.0,Buy,0,2853.0,Sonia Pallas,Sherry FitzGerald Radford - New Ross,BRANDED_AGENT,20.0,False,False,False,C3,-6.828647,52.387897
3476692,"27 South Parade, Co. Waterford",featured,2022-01-27,450000,5,2,Terrace,84.0,Buy,0,2794.0,Nuala Feeney,Sherry FitzGerald Feeney West,BRANDED_AGENT,14.0,False,False,False,D1,-9.157313,54.126352
3586471,"Apartment 6, Block A, The Barley House, Dublin 8",featured,2022-01-26,350000,2,2,Apartment,73.0,Buy,0,2641.0,Kevin Flanigan Estates,Kevin Flanigan Estates,BRANDED_AGENT,13.0,True,False,False,C2,-6.233447,53.443949
3669233,"4 Knockeens Holiday Homes, Toormore, Goleen, Co. Cork",featured,2022-01-10,175000,3,1,Detached,55.0,Buy,0,8532.0,Joe Beirne MSCSI MRICS,Beirne & Wise Estate Agents,BRANDED_AGENT,25.0,False,False,False,D2,-6.273182,53.303543
3629301,"Ballinagoul Beg, Ring, Co. Waterford",featured,2022-01-30,645000,5,4,Detached,234.0,Buy,0,1313.0,James Morton,Morton & Flanagan Ltd.,BRANDED_AGENT,15.0,True,False,False,C3,-6.233178,53.473289
3668644,"19 Saint Finian's Terrace, Navan, Co. Meath",featured,2022-01-28,185000,2,2,Terrace,84.0,Buy,0,718.0,Ray Dunne,Noel Kelly Auctioneers LTD,BRANDED_AGENT,17.0,False,False,False,D1,-6.127391,53.391882
3556030,"The Pines, Nook, Arthurstown, Co. Wexford",featured,2022-01-07,395000,4,4,Detached,210.0,Buy,0,2603.0,Tom Maher & Co.,Tom Maher & Co. Ltd,BRANDED_AGENT,32.0,False,False,False,SI_666,-6.383729,53.290418
3668467,"56 Palmbury Orchard, Togher, Togher, Co. Cork",featured,2022-01-27,195000,2,1,Townhouse,65.0,Buy,0,2599.0,Kiara Rainey,Sherry FitzGerald Rainey,BRANDED_AGENT,27.0,True,False,False,D1,-8.37274,54.977439
3652462,"39 Temple Hill, Terenure, Dublin 6W",featured,2022-01-30,395000,2,2,Apartment,78.0,Buy,0,1196.0,Garry O'Donnell,ERA Downey McCarthy,BRANDED_AGENT,20.0,False,False,True,C2,-8.486738,51.919672
3668173,"8 Glen Ellan Gardens, Swords, Co. Dublin",featured,2022-01-30,435000,3,3,Semi-D,155.0,Buy,0,1196.0,Michael Downey ERA,ERA Downey McCarthy,BRANDED_AGENT,29.0,False,False,True,E2,-8.481995,51.883494
3518293,"3 Brandon Park, New Ross, Co. Wexford",featured,2022-01-07,260000,3,2,Detached,120.0,Buy,0,2842.0,Andrew Duncan,DNG Duncan Auctioneers,BRANDED_AGENT,12.0,False,False,False,C2,-7.335289,53.52786
3668058,"Farmhouse at Dunmanus West, Goleen, Co. Cork",featured,2022-01-10,275000,3,1,Detached,82.0,Buy,0,2842.0,Andrew Duncan,DNG Duncan Auctioneers,BRANDED_AGENT,9.0,False,False,False,F,-7.348218,53.529733
3652159,"54 Whitethorn Road, Clonskeagh, Dublin 14",featured,2022-01-30,950000,3,2,Semi-D,127.0,Buy,0,1956.0,Helen Lardner,Gordon Hughes Estate Agents - Ratoath,BRANDED_AGENT,20.0,True,False,False,E1,-6.471708,53.47075
3639743,"21 Grattan Manor, Grattan Park, Claremorris, Co. Mayo",featured,2022-01-06,179000,3,2,Semi-D,103.0,Buy,0,1250.0,Foley Auctioneers,Foley Auctioneers,BRANDED_AGENT,23.0,False,True,False,B3,-6.661385,53.559309
3629827,"Apartment 33, Camden Court, Co. Cork",featured,2022-01-26,215000,2,1,Apartment,63.0,Buy,0,10001.0,Janet Carroll MIPAV MMCEPI TRV,Janet Carroll Estate Agent,BRANDED_AGENT,32.0,True,False,False,D2,-6.175917,53.285625
3666832,"10 Ash Grove, Castlehyde Park, New Ross, Co. Wexford",featured,2022-01-28,179000,3,3,Terrace,90.0,Buy,0,7915.0,Fran Grincell Properties,Fran Grincell Properties,BRANDED_AGENT,48.0,False,False,False,E1,-7.260219,52.656982
3526101,"Millquarter, Ballinaboola, New Ross, Co. Wexford",featured,2022-01-30,349000,4,3,Bungalow,182.0,Buy,0,1442.0,Der O'Riordan,Barry Auctioneers,BRANDED_AGENT,29.0,False,False,False,C1,-8.448247,51.891073
3626895,"54 Castlefield Manor, Ballina, Co. Mayo",featured,2022-01-30,160000,3,1,Semi-D,84.0,Buy,0,9923.0,Will Moore,Sherry FitzGerald Rathmines,BRANDED_AGENT,31.0,True,False,False,B3,-6.271859,53.329926
3184958,"44 Boroimhe Beech, Swords, Co. Dublin",featured,2022-01-26,270000,2,2,Apartment,58.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,30.0,False,False,False,C1,-8.5680263,53.8231495
3666054,"Apartment 19, Riverbank, Dodder Park Road, Rathfarnham, Dublin 14",featured,2022-01-28,375000,2,1,Apartment,61.0,Buy,0,11972.0,Ann O'Neill,Ann O'Neill Auctioneers,BRANDED_AGENT,35.0,True,False,False,C1,-7.242385,52.643854
3682835,"20 Thornleigh Square, Swords, Co. Dublin",featured,2022-01-27,395000,5,3,Semi-D,157.0,Buy,0,3963.0,Ted Healy,DNG Ted Healy,BRANDED_AGENT,19.0,True,False,True,D1,-9.497391,52.043347
3689800,"14 Moyclare Close, Baldoyle, Baldoyle, Dublin 13",featured,2022-01-28,385000,3,1,End of Terrace,84.0,Buy,0,2887.0,Arklow,Sherry FitzGerald Catherine O'Reilly,BRANDED_AGENT,22.0,False,False,False,G,-6.156304,52.798146
3676731,"16 Birchwood Heights, Springfield, Tallaght, Dublin 24",featured,2022-01-27,275000,3,1,End of Terrace,85.0,Buy,0,7546.0,Thomas Reid MIPAV MMCEPI PSRA Lic. No. 004069 - 007868,DNG Reid & Coppinger,BRANDED_AGENT,33.0,False,False,True,C2,-7.052911,52.223371
3528940,"Dun Gaoithe, Sheskinerone, Dungloe, Co. Donegal",featured,2022-01-30,249000,3,2,Bungalow,113.0,Buy,0,6131.0,Philip Kelly,DNG Kelly Duncan,BRANDED_AGENT,40.0,False,False,False,D2,-7.505399,53.277485
3684284,"12 Birchwood Close, Onslow Gardens, Commons Road, Co. Cork",featured,2022-01-25,265000,4,2,Semi-D,102.0,Buy,0,12.0,Melissa Roche B.A. MSc (Real Estate),Baxter Real Estate,BRANDED_AGENT,15.0,False,False,False,C3,-6.408335,53.395925
3600836,"188 Pearse Road, Ballyphehane, Co. Cork",featured,2022-01-25,275000,3,1,Terrace,96.0,Buy,0,2646.0,Geraldine Hennessy,Sherry FitzGerald Killester,BRANDED_AGENT,27.0,True,False,False,C3,-6.198393,53.361501
3673150,"33 The Brosna, Mullingar, Co. Westmeath",featured,2022-01-30,159950,2,1,Terrace,205.0,Buy,0,2635.0,David R Blanc,Sherry FitzGerald Malahide,BRANDED_AGENT,27.0,False,False,False,C2,-6.146629,53.447814
3657440,"24 Green Road, Mullingar, Co. Westmeath",featured,2022-01-25,174950,3,2,Semi-D,82.0,Buy,0,2775.0,Sinead Kellehan,Sherry FitzGerald Carroll,BRANDED_AGENT,7.0,False,False,False,C1,-6.376996,54.005151
3578800,"Colliga House, Fairyhouse Road, Ratoath, Co. Meath",featured,2022-01-25,1200000,4,2,Detached,178.0,Buy,0,1442.0,Gretchen Kelleher,Barry Auctioneers,BRANDED_AGENT,29.0,False,False,False,C1,-8.595361,51.89116
3498271,"4 Evergreen Court, Kilmessan, Co. Meath",featured,2022-01-25,295000,4,3,End of Terrace,125.0,Buy,0,607.0,Paul Lappin,PropertyTeam Lappin Estates,BRANDED_AGENT,15.0,False,False,False,D2,-6.258954,53.356316
3628494,"18 Richmond, Newtownpark Avenue, Blackrock, Co. Dublin",featured,2022-01-24,1200000,4,2,Detached,164.0,Buy,0,1442.0,Gretchen Kelleher,Barry Auctioneers,BRANDED_AGENT,13.0,False,False,False,E2,-8.515976,51.879883
3687694,"2 Golf View Terrace, Granges Road, Kilkenny, Co. Kilkenny",featured,2022-01-30,250000,4,2,Terrace,98.0,Buy,0,7915.0,Fran Grincell Properties,Fran Grincell Properties,BRANDED_AGENT,24.0,False,False,False,C2,-7.256435,52.674904
3685537,"Hillside, Willow Lawn, Boreenmanna Road, Co. Cork",featured,2022-01-25,495000,3,4,Bungalow,166.0,Buy,0,2710.0,John Kelly  MIPAV REV MCEI,Kelly Hudson Properties,BRANDED_AGENT,19.0,False,False,False,C2,-6.96494,53.209053
3561781,"2 Windsor Terrace, Portobello, Dublin 8",featured,2022-01-30,1250000,3,2,Terrace,130.0,Buy,0,2574.0,Fiona Hennessy,Sherry FitzGerald Hennessy,BRANDED_AGENT,22.0,False,False,False,D2,-7.863788,51.940131
3650620,"9 Collite Bo Loughglynn, Castlerea, Co. Roscommon",featured,2022-01-29,142500,3,3,Semi-D,116.0,Buy,0,582.0,Chris White SCSI / RICS,Sherry Fitzgerald Cumisky Kelly,BRANDED_AGENT,13.0,False,False,False,D1,-6.182096,53.608911
3685969,"8 Dunore, Larchfield Court, Kilkenny, Co. Kilkenny",featured,2022-01-24,210000,3,2,Duplex,98.0,Buy,0,3255.0,James Kinsella,Sherry FitzGerald O'Leary Kinsella,BRANDED_AGENT,26.0,False,False,False,C3,-6.276507,52.678351
3686351,"7 Ross Dara, Loreto Road, Killarney, Co. Kerry",featured,2022-01-28,320000,4,3,Semi-D,125.0,Buy,0,1303.0,Michael Gilmartin,DNG Michael Gilmartin,UNBRANDED_AGENT,12.0,False,True,False,C3,-8.200281,52.889324
3552981,"3 Church Building, 9 Main Street, Arklow, Co. Wicklow",featured,2022-01-30,375000,4,4,Terrace,203.0,Buy,0,2753.0,Marie Kiernan,Tom McDonald & Associates,BRANDED_AGENT,39.0,False,False,False,C2,-7.179617,53.156531
3685926,"Ballygunnercastle, Waterford",featured,2022-01-28,575000,5,3,Detached,250.0,Buy,0,2811.0,Breda Lewis,Sherry FitzGerald Lewis Hamill,BRANDED_AGENT,18.0,False,False,False,D2,-7.501042,53.280301
3684626,"2 Castle View, Tullamore, Co. Offaly",featured,2022-01-30,300000,3,3,Detached,150.0,Buy,0,2692.0,Hilary Stephenson – PSRA No. 002275-005434,Sherry FitzGerald Stephenson Crean Property Management & Sales Advisors,BRANDED_AGENT,43.0,False,False,False,B3,-9.653025,52.205776
3685774,"50 Woodvale Avenue, Clonsilla, Clonsilla, Dublin 15",featured,2022-01-28,340000,3,1,Semi-D,104.0,Buy,0,8647.0,Sinead Beggan,McGuirk Beggan Property Ltd.,BRANDED_AGENT,12.0,False,False,False,E2,-6.3239271,53.2873243
3480430,"St Josephs, 10 Belgrove Road, Clontarf, Dublin 3",featured,2022-01-30,1695000,5,2,Bungalow,198.0,Buy,0,9917.0,Jamie Taylor,DNG Fairview,BRANDED_AGENT,11.0,False,True,False,D2,-6.2437969,53.3767169
3685466,"3 Marley, Grove Road, Malahide, Co. Dublin",featured,2022-01-30,1600000,5,3,Detached,205.0,Buy,0,3327.0,Thomas Maleady MIPAV,"Location, Location",BRANDED_AGENT,22.0,False,False,False,C1,-8.969998,52.857836
3640586,"8 Beacon Court, Dundalk, Co. Louth",featured,2022-01-30,200000,3,3,End of Terrace,152.0,Buy,0,2207.0,Alan Browne,Murray Browne Auctioneers Valuers and Estate Agents,BRANDED_AGENT,22.0,False,False,False,E2,-8.421536,51.888258
3673677,"77 Leslies Arch, Old Quarter, Ballincollig, Co. Cork",featured,2022-01-21,420000,4,4,End of Terrace,160.0,Buy,0,1577.0,Lawrence Sweeney,Savills Cork,BRANDED_AGENT,16.0,True,False,False,C3,-8.208252,51.859192
3675363,"Apartment 7, 64 Mountjoy Square West, Dublin 1",featured,2022-01-27,250000,2,1,Apartment,66.0,Buy,0,1965.0,James Heaslip,DNG Maxwell Heaslip & Leonard,BRANDED_AGENT,22.0,False,True,False,XXX,-9.075766,53.263136
3673301,"4 Wilton Park Villas, Bishopstown Road, Bishopstown, Co. Cork",featured,2022-01-21,245000,2,1,Terrace,62.0,Buy,0,1263.0,Douglas Robertson,Robertson Estate Agents,BRANDED_AGENT,25.0,False,True,False,C2,-6.15183,53.489427
3684021,"6 The Park, The Weir View, Kilkenny, Co. Kilkenny",featured,2022-01-30,215000,2,2,Apartment,65.0,Buy,0,1590.0,Flynn and Associates Castleknock,Flynn & Associates Ltd (Castleknock),BRANDED_AGENT,21.0,False,False,False,D1,-6.3590311,53.3799977
3648850,"Boherkill, Rathangan, Co. Kildare",featured,2022-01-28,285000,3,1,Detached,81.0,Buy,0,84.0,Flynn & Associates Swords,Flynn & Associates Ltd (Swords),BRANDED_AGENT,20.0,False,False,False,XXX,-6.2374592,53.4734568
3598592,"Lilac Ville, Ballyclamasy, Summerfield, Youghal, Co. Cork",featured,2022-01-30,410000,3,1,Bungalow,59.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,8.0,False,False,False,F,-8.503046,53.7705068
3622637,"18 Harbour View, Balbriggan, Co. Dublin",featured,2022-01-30,215000,2,2,Apartment,60.0,Buy,0,4124.0,Kate Kearney MIPAV MCEI CV TRV,DNG Murphy Condon,BRANDED_AGENT,31.0,False,False,False,D1,-8.490317,51.900564
3649855,"33 Clonattin Village, Gorey, Co. Wexford",featured,2022-01-30,250000,3,2,End of Terrace,96.0,Buy,0,7992.0,Diarmuid Madigan,M&C Property,BRANDED_AGENT,20.0,False,False,False,D2,-8.660593,52.664526
3684242,"Ballyanny, Nenagh, Co. Tipperary",featured,2022-01-20,379950,5,5,Detached,332.0,Buy,0,2700.0,Michael Coghlan,Sherry FitzGerald Coghlan,BRANDED_AGENT,34.0,False,False,False,C1,-9.512915,52.053831
3629721,"40 Kilnacourt Woods, Portarlington, Co. Laois",featured,2022-01-28,190000,3,2,Terrace,109.0,Buy,0,2821.0,Shane Flanagan,DNG Flanagan Ford,BRANDED_AGENT,18.0,True,False,False,C1,-8.495566,54.181359
3677047,"Shalom, Clara Road, Tullamore, Co. Offaly",featured,2022-01-30,340000,4,3,Detached,146.0,Buy,0,2960.0,Gemma Farrelly,Lansdowne Partnership Estate Agents,BRANDED_AGENT,16.0,False,True,True,E1,-6.266361,53.356186
3526129,"Knockbrack, Firies, Tralee, Co. Kerry",featured,2022-01-30,325000,5,3,Detached,244.0,Buy,0,369.0,Reception,O'Farrell Cleere Auctioneers,BRANDED_AGENT,26.0,False,False,False,F,-6.14007,53.448731
3568876,"23 Delaford Park, Knocklyon, Dublin 16",featured,2022-01-20,560000,3,1,Semi-D,98.0,Buy,0,924.0,Eamon O'Flaherty,Sherry Fitzgerald Brady O'Flaherty,BRANDED_AGENT,20.0,True,False,False,A3,-6.665098,53.394309
3609171,"123 Grace Park Manor, Drumcondra, Dublin 9",featured,2022-01-19,299950,1,2,Apartment,78.0,Buy,0,6479.0,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,21.0,False,False,False,D1,-8.582402,53.851684
3682866,"22 The Hazels, Oakleigh Wood, Ennis, Co. Clare",featured,2022-01-26,380000,5,3,Detached,169.0,Buy,0,1982.0,Jonathan Quinn,Sherry FitzGerald Quinn Bros,BRANDED_AGENT,39.0,True,False,False,C2,-7.801423,53.748247
3679746,"72 Skehard Road, Blackrock, Blackrock, Co. Cork",featured,2022-01-19,440000,4,2,Semi-D,152.0,Buy,0,84.0,Flynn & Associates Swords,Flynn & Associates Ltd (Swords),BRANDED_AGENT,23.0,False,False,False,XXX,-6.2334589,53.4460063
3606778,"Golden Point, East Ferry, Midleton, Co. Cork",featured,2022-01-19,675000,4,3,Detached,261.0,Buy,0,10912.0,Kelly Walsh,Cairn Homes,BRANDED_AGENT,2.0,False,False,False,A2,-6.084506826874161,53.12737070936103
3672178,"11 Emerson Avenue, Salthill, Co. Galway",featured,2022-01-19,650000,5,2,Semi-D,155.0,Buy,0,10912.0,"Donnybrook Gardens, Donnybrook, Dublin 4",Cairn Homes,BRANDED_AGENT,9.0,False,True,True,A3,-6.227785906271578,53.31168479854682
3678744,"2 Beverton Avenue, Donabate, Co. Dublin",featured,2022-01-19,545000,4,3,Detached,130.0,Buy,0,10912.0,"Donnybrook Gardens, Donnybrook, Dublin 4",Cairn Homes,BRANDED_AGENT,8.0,False,True,True,A3,-6.227785906271578,53.31168479854682
3558413,"5 Woodview Park, Castleknock, Dublin 15",featured,2022-01-19,495000,3,1,Semi-D,,Buy,0,10912.0,"Graydon, Newcastle, Co. Dublin",Cairn Homes,BRANDED_AGENT,5.0,False,True,True,A2,-6.496535629858317,53.29928158820707
3681149,"25 Castleview Park, Swords, Co. Dublin",featured,2022-01-30,425000,4,3,Detached,,Buy,0,10912.0,"Graydon, Newcastle, Co. Dublin",Cairn Homes,BRANDED_AGENT,8.0,False,True,True,A2,-6.496535629858317,53.29928158820707
3673103,"No 5 Golf View, Castlerea, Co. Roscommon",featured,2022-01-29,90000,5,2,Semi-D,116.0,Buy,0,10189.0,Dan Howard MIPAV TRV PSR 006328,Dan Howard & Co. Ltd,BRANDED_AGENT,10.0,False,False,True,E1,-8.463226,51.890127
3669699,"8 Blair's Hill, Sundays Well, Sunday's Well, Co. Cork",featured,2022-01-25,340000,9,1,Terrace,,Buy,0,887.0,Rodney Elliott M.I.P.A.V/ TRV,BROE Auctioneers,BRANDED_AGENT,12.0,False,False,False,SI_666,-6.313295,53.326534
3681119,"17 Bracken Crescent, North Circular Road, North Circular Road, Co. Limerick",featured,2022-01-18,295000,4,1,Semi-D,122.0,Buy,0,2549.0,Jason Pyne,Sherry FitzGerald McMahon,BRANDED_AGENT,25.0,False,False,False,D1,-8.971786,52.849019
3667829,"Ross Road, Killarney, Co. Kerry",featured,2022-01-30,750000,5,6,Detached,232.0,Buy,0,7499.0,John Brophy Assoc. SCSI RICS,"Brophy Estates, Auctioneers and Estate Agents",BRANDED_AGENT,36.0,False,False,False,C1,-6.178084,53.445388
3680501,"15 Riverwalk, Collooney, Co. Sligo",featured,2022-01-25,195000,4,3,Semi-D,109.0,Buy,0,10637.0,Fergus Hennessy,Hennessy Properties,UNBRANDED_AGENT,4.0,False,False,False,A2,-8.230189727673917,51.822110570229455
3514447,"Apartment 9, 72 Blessington Street, Dublin 7",featured,2022-01-28,295000,2,2,Apartment,48.0,Buy,0,10637.0,Fergus Hennessy,Hennessy Properties,UNBRANDED_AGENT,6.0,False,False,False,A2,-8.230189727673917,51.822110570229455
3680784,"1 Island View, Malahide, Co. Dublin",featured,2022-01-25,800000,4,1,Detached,121.0,Buy,0,10637.0,Fergus Hennessy,Hennessy Properties,UNBRANDED_AGENT,6.0,False,False,False,A2,-8.230189727673917,51.822110570229455
3679820,"114 Bandon Road, Co. Cork",featured,2022-01-30,175000,1,1,Terrace,56.0,Buy,0,10637.0,Fergus Hennessy,Hennessy Properties,UNBRANDED_AGENT,6.0,False,False,False,A2,-8.230189727673917,51.822110570229455
